,0,1
3099,"('충청남도', '보령')","('경기도', '안산')"
3100,"('경기도', '안산')","('전라남도', '영광')"
3101,"('전라남도', '영광')","('경기도', '안산')"
3102,"('경기도', '안산')","('대전', '대전')"
3103,"('대전', '대전')","('경기도', '안산')"
3104,"('경기도', '안산')","('전라남도', '장성')"
3105,"('전라남도', '장성')","('경기도', '안산')"
3106,"('경기도', '안산')","('경기도', '오산')"
3107,"('경기도', '오산')","('경기도', '안산')"
3108,"('경기도', '안산')","('경기도', '수원')"
3109,"('경기도', '수원')","('경기도', '안산')"
3110,"('경기도', '안산')","('충청남도', '홍성')"
3111,"('충청남도', '홍성')","('경기도', '안산')"
3112,"('경기도', '안산')","('경상북도', '문경')"
3113,"('경상북도', '문경')","('경기도', '안산')"
3114,"('경기도', '안산')","('전라남도', '장흥')"
3115,"('전라남도', '장흥')","('경기도', '안산')"
3116,"('경기도', '안산')","('전라북도', '남원')"
3117,"('전라북도', '남원')","('경기도', '안산')"
3118,"('경기도', '안산')","('전라남도', '담양')"
3119,"('전라남도', '담양')","('경기도', '안산')"
3120,"('경기도', '안산')","('전라남도', '구례')"
3121,"('전라남도', '구례')","('경기도', '안산')"
3122,"('경기도', '안산')","('전라남도', '신안')"
3123,"('전라남도', '신안')","('경기도', '안산')"
3124,"('경기도', '안산')","('경상북도', '영덕')"
3125,"('경상북도', '영덕')","('경기도', '안산')"
3126,"('경기도', '안산')","('강원도', '삼척')"
3127,"('강원도', '삼척')","('경기도', '안산')"
3128,"('경기도', '안산')","('경기도', '부천')"
3129,"('경기도', '부천')","('경기도', '안산')"
3130,"('경기도', '안산')","('전라남도', '무안')"
3131,"('전라남도', '무안')","('경기도', '안산')"
3132,"('경기도', '안산')","('부산', '부산')"
3133,"('부산', '부산')","('경기도', '안산')"
3134,"('경기도', '안산')","('강원도', '원주')"
3135,"('강원도', '원주')","('경기도', '안산')"
3136,"('경기도', '안산')","('전라남도', '영암')"
3137,"('전라남도', '영암')","('경기도', '안산')"
3138,"('경기도', '안산')","('강원도', '동해')"
3139,"('강원도', '동해')","('경기도', '안산')"
3140,"('경기도', '안산')","('충청남도', '태안')"
3141,"('충청남도', '태안')","('경기도', '안산')"
3142,"('경기도', '안산')","('경상북도', '안동')"
3143,"('경상북도', '안동')","('경기도', '안산')"
3144,"('경기도', '안산')","('충청남도', '서산')"
3145,"('충청남도', '서산')","('경기도', '안산')"
3146,"('경기도', '안산')","('충청남도', '당진')"
3147,"('충청남도', '당진')","('경기도', '안산')"
3148,"('경기도', '안산')","('경기도', '성남')"
3149,"('경기도', '성남')","('경기도', '안산')"
3150,"('경기도', '안산')","('충청남도', '공주')"
3151,"('충청남도', '공주')","('경기도', '안산')"
3152,"('경기도', '안산')","('충청북도', '제천')"
3153,"('충청북도', '제천')","('경기도', '안산')"
3154,"('경기도', '안산')","('전라북도', '정읍')"
3155,"('전라북도', '정읍')","('경기도', '안산')"
3156,"('경기도', '안산')","('경상북도', '영주')"
3157,"('경상북도', '영주')","('경기도', '안산')"
3158,"('경기도', '안산')","('전라남도', '화순')"
3159,"('전라남도', '화순')","('경기도', '안산')"
3160,"('경기도', '안산')","('경기도', '고양')"
3161,"('경기도', '고양')","('경기도', '안산')"
3162,"('경기도', '안산')","('충청북도', '증평')"
3163,"('충청북도', '증평')","('경기도', '안산')"
3164,"('경기도', '안산')","('경상북도', '예천')"
3165,"('경상북도', '예천')","('경기도', '안산')"
3166,"('경기도', '안산')","('충청남도', '아산')"
3167,"('충청남도', '아산')","('경기도', '안산')"
3168,"('경기도', '안산')","('충청북도', '괴산')"
3169,"('충청북도', '괴산')","('경기도', '안산')"
3170,"('경기도', '안산')","('전라남도', '고흥')"
3171,"('전라남도', '고흥')","('경기도', '안산')"
3172,"('경기도', '안산')","('세종특별자치시', '세종')"
3173,"('세종특별자치시', '세종')","('경기도', '안산')"
3174,"('경기도', '안산')","('충청북도', '보은')"
3175,"('충청북도', '보은')","('경기도', '안산')"
3176,"('경기도', '안산')","('충청북도', '충주')"
3177,"('충청북도', '충주')","('경기도', '안산')"
3178,"('경기도', '안산')","('경상북도', '김천')"
3179,"('경상북도', '김천')","('경기도', '안산')"
3180,"('경기도', '안산')","('경상북도', '상주')"
3181,"('경상북도', '상주')","('경기도', '안산')"
3182,"('경기도', '안산')","('전라북도', '군산')"
3183,"('전라북도', '군산')","('경기도', '안산')"
3184,"('경기도', '안산')","('전라남도', '강진')"
3185,"('전라남도', '강진')","('경기도', '안산')"
3186,"('경기도', '안산')","('전라북도', '고창')"
3187,"('전라북도', '고창')","('경기도', '안산')"
3188,"('경기도', '안산')","('강원도', '춘천')"
3189,"('강원도', '춘천')","('경기도', '안산')"
3190,"('경기도', '안산')","('서울', '서울')"
3191,"('서울', '서울')","('경기도', '안산')"
3192,"('전라남도', '목포')","('전라북도', '익산')"
3193,"('전라북도', '익산')","('전라남도', '목포')"
3194,"('전라남도', '목포')","('전라북도', '김제')"
3195,"('전라북도', '김제')","('전라남도', '목포')"
3196,"('전라남도', '목포')","('울산', '울산')"
3197,"('울산', '울산')","('전라남도', '목포')"
3198,"('전라남도', '목포')","('대구', '대구')"
3199,"('대구', '대구')","('전라남도', '목포')"
3200,"('전라남도', '목포')","('전라북도', '순창')"
3201,"('전라북도', '순창')","('전라남도', '목포')"
3202,"('전라남도', '목포')","('전라북도', '전주')"
3203,"('전라북도', '전주')","('전라남도', '목포')"
3204,"('전라남도', '목포')","('전라남도', '진도')"
3205,"('전라남도', '진도')","('전라남도', '목포')"
3206,"('전라남도', '목포')","('경기도', '시흥')"
3207,"('경기도', '시흥')","('전라남도', '목포')"
3208,"('전라남도', '목포')","('경기도', '평택')"
3209,"('경기도', '평택')","('전라남도', '목포')"
3210,"('전라남도', '목포')","('강원도', '영월')"
3211,"('강원도', '영월')","('전라남도', '목포')"
3212,"('전라남도', '목포')","('인천', '인천')"
3213,"('인천', '인천')","('전라남도', '목포')"
3214,"('전라남도', '목포')","('경기도', '여주')"
3215,"('경기도', '여주')","('전라남도', '목포')"
3216,"('전라남도', '목포')","('경상남도', '창원')"
3217,"('경상남도', '창원')","('전라남도', '목포')"
3218,"('전라남도', '목포')","('전라남도', '광양')"
3219,"('전라남도', '광양')","('전라남도', '목포')"
3220,"('전라남도', '목포')","('경상남도', '통영')"
3221,"('경상남도', '통영')","('전라남도', '목포')"
3222,"('전라남도', '목포')","('전라남도', '함평')"
3223,"('전라남도', '함평')","('전라남도', '목포')"
3224,"('전라남도', '목포')","('경기도', '이천')"
3225,"('경기도', '이천')","('전라남도', '목포')"
3226,"('전라남도', '목포')","('전라남도', '곡성')"
3227,"('전라남도', '곡성')","('전라남도', '목포')"
3228,"('전라남도', '목포')","('경상북도', '포항')"
3229,"('경상북도', '포항')","('전라남도', '목포')"
3230,"('전라남도', '목포')","('전라남도', '완도')"
3231,"('전라남도', '완도')","('전라남도', '목포')"
3232,"('전라남도', '목포')","('전라남도', '보성')"
3233,"('전라남도', '보성')","('전라남도', '목포')"
3234,"('전라남도', '목포')","('전라남도', '나주')"
3235,"('전라남도', '나주')","('전라남도', '목포')"
3236,"('전라남도', '목포')","('충청북도', '청주')"
3237,"('충청북도', '청주')","('전라남도', '목포')"
3238,"('전라남도', '목포')","('강원도', '속초')"
3239,"('강원도', '속초')","('전라남도', '목포')"
3240,"('전라남도', '목포')","('경기도', '용인')"
3241,"('경기도', '용인')","('전라남도', '목포')"
3242,"('전라남도', '목포')","('전라남도', '순천')"
3243,"('전라남도', '순천')","('전라남도', '목포')"
3244,"('전라남도', '목포')","('경상북도', '구미')"
3245,"('경상북도', '구미')","('전라남도', '목포')"
3246,"('전라남도', '목포')","('충청남도', '보령')"
3247,"('충청남도', '보령')","('전라남도', '목포')"
3248,"('전라남도', '목포')","('전라남도', '영광')"
3249,"('전라남도', '영광')","('전라남도', '목포')"
3250,"('전라남도', '목포')","('대전', '대전')"
3251,"('대전', '대전')","('전라남도', '목포')"
3252,"('전라남도', '목포')","('전라남도', '장성')"
3253,"('전라남도', '장성')","('전라남도', '목포')"
3254,"('전라남도', '목포')","('경기도', '오산')"
3255,"('경기도', '오산')","('전라남도', '목포')"
3256,"('전라남도', '목포')","('경기도', '수원')"
3257,"('경기도', '수원')","('전라남도', '목포')"
3258,"('전라남도', '목포')","('충청남도', '홍성')"
3259,"('충청남도', '홍성')","('전라남도', '목포')"
3260,"('전라남도', '목포')","('경상북도', '문경')"
3261,"('경상북도', '문경')","('전라남도', '목포')"
3262,"('전라남도', '목포')","('전라남도', '장흥')"
3263,"('전라남도', '장흥')","('전라남도', '목포')"
3264,"('전라남도', '목포')","('전라북도', '남원')"
3265,"('전라북도', '남원')","('전라남도', '목포')"
3266,"('전라남도', '목포')","('전라남도', '담양')"
3267,"('전라남도', '담양')","('전라남도', '목포')"
3268,"('전라남도', '목포')","('전라남도', '구례')"
3269,"('전라남도', '구례')","('전라남도', '목포')"
3270,"('전라남도', '목포')","('전라남도', '신안')"
3271,"('전라남도', '신안')","('전라남도', '목포')"
3272,"('전라남도', '목포')","('경상북도', '영덕')"
3273,"('경상북도', '영덕')","('전라남도', '목포')"
3274,"('전라남도', '목포')","('강원도', '삼척')"
3275,"('강원도', '삼척')","('전라남도', '목포')"
3276,"('전라남도', '목포')","('경기도', '부천')"
3277,"('경기도', '부천')","('전라남도', '목포')"
3278,"('전라남도', '목포')","('전라남도', '무안')"
3279,"('전라남도', '무안')","('전라남도', '목포')"
3280,"('전라남도', '목포')","('부산', '부산')"
3281,"('부산', '부산')","('전라남도', '목포')"
3282,"('전라남도', '목포')","('강원도', '원주')"
3283,"('강원도', '원주')","('전라남도', '목포')"
3284,"('전라남도', '목포')","('전라남도', '영암')"
3285,"('전라남도', '영암')","('전라남도', '목포')"
3286,"('전라남도', '목포')","('강원도', '동해')"
3287,"('강원도', '동해')","('전라남도', '목포')"
3288,"('전라남도', '목포')","('충청남도', '태안')"
3289,"('충청남도', '태안')","('전라남도', '목포')"
3290,"('전라남도', '목포')","('경상북도', '안동')"
3291,"('경상북도', '안동')","('전라남도', '목포')"
3292,"('전라남도', '목포')","('충청남도', '서산')"
3293,"('충청남도', '서산')","('전라남도', '목포')"
3294,"('전라남도', '목포')","('충청남도', '당진')"
3295,"('충청남도', '당진')","('전라남도', '목포')"
3296,"('전라남도', '목포')","('경기도', '성남')"
3297,"('경기도', '성남')","('전라남도', '목포')"
3298,"('전라남도', '목포')","('충청남도', '공주')"
3299,"('충청남도', '공주')","('전라남도', '목포')"
3300,"('전라남도', '목포')","('충청북도', '제천')"
