,terminalId,terminalNm,city
1341,NAI5117901,봉곡,경상남도
1342,NAI5118601,송알,경상남도
1343,NAI5118801,서상삼거리,경상남도
1344,NAI5119101,창원역,경상남도
1345,NAI5119401,의창주민센타,경상남도
1346,NAI5119402,윤병원,경상남도
1347,NAI5119901,소답온천,경상남도
1348,NAI5120101,소답동,경상남도
1349,NAI5120202,39사앞,경상남도
1350,NAI5121601,내서,경상남도
1351,NAI5123101,중리,경상남도
1352,NAI5123102,동신A,경상남도
1353,NAI5129701,버스회관,경상남도
1354,NAI5130101,마산역,경상남도
1355,NAI5130401,마산우체국,경상남도
1356,NAI5130501,북성초교,경상남도
1357,NAI5132201,구엠비씨,경상남도
1358,NAI5132401,무학여고,경상남도
1359,NAI5135401,한전앞,경상남도
1360,NAI5135402,고속도,경상남도
1361,NAI5135601,마산,경상남도
1362,NAI5135602,마산(리무진),경상남도
1363,NAI5135603,극동까스(창원시),경상남도
1364,NAI5135604,경남은행,경상남도
1365,NAI5135605,복지상가,경상남도
1366,NAI5136701,한정,경상남도
1367,NAI5136702,참사랑병원,경상남도
1368,NAI5137101,태광주유소,경상남도
1369,NAI5138101,창원서부경찰서,경상남도
1370,NAI5139301,창원,경상남도
1371,NAI5141201,만남의 광장(마산),경상남도
1372,NAI5143801,정우상가,경상남도
1373,NAI5144001,신월,경상남도
1374,NAI5146901,성산,경상남도
1375,NAI5149001,북실,경상남도
1376,NAI5152401,창원병원,경상남도
1377,NAI5152601,내동상가(리무진),경상남도
1378,NAI5153001,올림픽공원,경상남도
1379,NAI5153601,창원남산,경상남도
1380,NAI5156701,신촌,경상남도
1381,NAI5156801,월림,경상남도
1382,NAI5158701,진해경찰서,경상남도
1383,NAI5160301,"용원(녹산,명지)",경상남도
1384,NAI5160401,용원삼거리,경상남도
1385,NAI5160402,용원사거리,경상남도
1386,NAI5160801,청안동(아파트),경상남도
1387,NAI5161001,웅동,경상남도
1388,NAI5162101,웅천,경상남도
1389,NAI5162301,죽곡,경상남도
1390,NAI5162901,진해구청,경상남도
1391,NAI5164901,덕산파출소,경상남도
1392,NAI5167001,경화시장,경상남도
1393,NAI5167601,중앙시장(창원시),경상남도
1394,NAI5168001,중앙시장(창원시),경상남도
1395,NAI5169601,구육대,경상남도
1396,NAI5169901,도천,경상남도
1397,NAI5170301,진해,경상남도
1398,NAI5173001,중부경찰서,경상남도
1399,NAI5173002,부림시장,경상남도
1400,NAI5173601,마산시청,경상남도
1401,NAI5175001,마산남부,경상남도
1402,NAI5175201,마산(댓거리),경상남도
1403,NAI5177501,우산,경상남도
1404,NAI5178601,지산/진북,경상남도
1405,NAI5178801,대티(경남),경상남도
1406,NAI5178802,부평(경남),경상남도
1407,NAI5178901,동전/태봉,경상남도
1408,NAI5179201,암아,경상남도
1409,NAI5179401,진동,경상남도
1410,NAI5179402,죽전(횡천),경상남도
1411,NAI5179502,대정,경상남도
1412,NAI5179503,곡안,경상남도
1413,NAI5179504,대정(경남창원),경상남도
1414,NAI5179601,암하(경남창원),경상남도
1415,NAI5201101,대산,경상남도
1416,NAI5201401,천계(함안군),경상남도
1417,NAI5201601,소목,경상남도
1418,NAI5201701,함안가야,경상남도
1419,NAI5202701,칠원예곡,경상남도
1420,NAI5203101,신흥(사천),경상남도
1421,NAI5203201,수동(함안),경상남도
1422,NAI5203501,가야자모병원,경상남도
1423,NAI5203502,삼봉,경상남도
1424,NAI5203701,하덕,경상남도
1425,NAI5204101,칠원읍,경상남도
1426,NAI5204301,이수정,경상남도
1427,NAI5204302,읍내(함안),경상남도
1428,NAI5204901,산인,경상남도
1429,NAI5204902,학산,경상남도
1430,NAI5205401,강명리,경상남도
1431,NAI5205402,함안면,경상남도
1432,NAI5205403,참샘,경상남도
1433,NAI5205701,석무,경상남도
1434,NAI5205702,사평,경상남도
1435,NAI5206001,정암삼거리,경상남도
1436,NAI5206002,정암,경상남도
1437,NAI5206101,주물,경상남도
1438,NAI5206102,사도사거리,경상남도
1439,NAI5206104,월촌,경상남도
1440,NAI5206201,우시장,경상남도
1441,NAI5206202,사도,경상남도
1442,NAI5206301,모정,경상남도
1443,NAI5206501,함안군북(39사단),경상남도
1444,NAI5206601,죽산,경상남도
1445,NAI5207301,여항(함안),경상남도
1446,NAI5210301,신반,경상남도
1447,NAI5210701,대곡,경상남도
1448,NAI5210801,신기,경상남도
1449,NAI5210802,정곡,경상남도
1450,NAI5210901,세간,경상남도
1451,NAI5210902,야산,경상남도
1452,NAI5211101,청계리,경상남도
1453,NAI5211201,궁류,경상남도
1454,NAI5211202,대현(중촌),경상남도
1455,NAI5211203,계현,경상남도
1456,NAI5211204,벽계,경상남도
1457,NAI5211302,관동,경상남도
1458,NAI5211303,마장,경상남도
1459,NAI5211501,압곡,경상남도
1460,NAI5211502,외고,경상남도
1461,NAI5211601,마두,경상남도
1462,NAI5211602,구오목,경상남도
1463,NAI5211603,신상곡,경상남도
1464,NAI5211604,신오목,경상남도
1465,NAI5211605,양지,경상남도
1466,NAI5211606,등대,경상남도
1467,NAI5211701,태부,경상남도
1468,NAI5211801,두곡,경상남도
1469,NAI5212001,돈지,경상남도
1470,NAI5212002,수월,경상남도
1471,NAI5212003,대산.송도,경상남도
1472,NAI5212101,지정,경상남도
1473,NAI5212103,백야,경상남도
1474,NAI5212201,적곡(경남),경상남도
1475,NAI5212202,호미,경상남도
1476,NAI5212204,백곡,경상남도
1477,NAI5212206,적곡(중교),경상남도
1478,NAI5212301,상촌,경상남도
1479,NAI5212401,석곡,경상남도
1480,NAI5212402,오방,경상남도
1481,NAI5212501,장내(경남),경상남도
1482,NAI5212701,용소,경상남도
1483,NAI5212801,용덕(경남),경상남도
1484,NAI5212802,가미,경상남도
1485,NAI5212803,가락,경상남도
1486,NAI5213101,갈미실,경상남도
1487,NAI5213201,괴진,경상남도
1488,NAI5213301,움암리,경상남도
1489,NAI5213402,움암리,경상남도
1490,NAI5213403,죽공,경상남도
1491,NAI5213404,칠곡,경상남도
1492,NAI5213405,산남,경상남도
1493,NAI5213501,다사(대의고개),경상남도
1494,NAI5213502,대의,경상남도
1495,NAI5213503,죽전(의령),경상남도
1496,NAI5213504,평촌(의령),경상남도
1497,NAI5213505,다사리,경상남도
1498,NAI5213506,다사,경상남도
1499,NAI5213601,심지,경상남도
1500,NAI5213602,추산,경상남도
1501,NAI5213701,가례,경상남도
1502,NAI5213801,의령,경상남도
1503,NAI5214701,어촌,경상남도
1504,NAI5214901,남산주유소,경상남도
1505,NAI5215301,남산,경상남도
1506,NAI5215601,명주,경상남도
1507,NAI5215701,석천,경상남도
1508,NAI3179804,조금리,충청남도
1509,NAI3179901,도산,충청남도
1510,NAI3179902,승산,충청남도
1511,NAI3180001,천의,충청남도
1512,NAI3180101,대운산,충청남도
1513,NAI3180201,하성,충청남도
1514,NAI3180202,우산,충청남도
1515,NAI3180203,덕삼리,충청남도
1516,NAI3180601,면천,충청남도
1517,NAI3181201,합덕,충청남도
1518,NAI3181601,군계,충청남도
1519,NAI3190001,독곳리,충청남도
1520,NAI3190401,화곡리,충청남도
1521,NAI3190501,대죽리,충청남도
1522,NAI3190701,명지,충청남도
1523,NAI3190901,대산,충청남도
1524,NAI3191001,대로리,충청남도
1525,NAI3191101,학교앞,충청남도
1526,NAI3191201,영탑리,충청남도
1527,NAI3191401,대요리,충청남도
1528,NAI3192401,어송,충청남도
1529,NAI3192501,진장리,충청남도
1530,NAI3192801,예덕3구,충청남도
1531,NAI3192802,예덕,충청남도
1532,NAI3193201,오사삼거리,충청남도
1533,NAI3193501,문양종점,충청남도
1534,NAI3193601,음암,충청남도
1535,NAI3193602,음암도당,충청남도
1536,NAI3194501,운산,충청남도
1537,NAI3196001,해미,충청남도
1538,NAI3196201,한서대,충청남도
1539,NAI3196202,대곡리,충청남도
1540,NAI3198101,서산,충청남도
1541,NAI3198102,방앗간,충청남도
1542,NAI3198103,삼거리,충청남도
1543,NAI3198104,읍계,충청남도
1544,NAI3198105,목장,충청남도
1545,NAI3198106,목장입구,충청남도
1546,NAI3198107,광입,충청남도
1547,NAI3198108,온천,충청남도
1548,NAI3198109,입구,충청남도
1549,NAI3201301,인지,충청남도
1550,NAI3201701,부석,충청남도
1551,NAI3201702,가사리고개,충청남도
1552,NAI3202701,고북,충청남도
1553,NAI3202702,비행장,충청남도
1554,NAI3210001,내리,충청남도
1555,NAI3210103,관리,충청남도
1556,NAI3210501,학암포,충청남도
1557,NAI3210502,방갈리,충청남도
1558,NAI3210601,원북,충청남도
1559,NAI3212301,만리포,충청남도
1560,NAI3212302,소원,충청남도
1561,NAI3212303,모항,충청남도
1562,NAI3212304,천리포,충청남도
1563,NAI3212401,파도리,충청남도
1564,NAI3212901,근홍,충청남도
1565,NAI3213001,연포,충청남도
1566,NAI3213101,안흥(태안),충청남도
1567,NAI3213102,죽림,충청남도
1568,NAI3213301,근흥,충청남도
1569,NAI3214401,태안,충청남도
1570,NAI3214801,평천,충청남도
1571,NAI3214802,인평,충청남도
1572,NAI3215301,남면(태안),충청남도
1573,NAI3215302,몽산포,충청남도
1574,NAI3215401,달산,충청남도
1575,NAI3215801,남면,충청남도
1576,NAI3216201,창기리,충청남도
1577,NAI3216401,안면도,충청남도
1578,NAI3216501,승언리(안면도),충청남도
1579,NAI3216502,꽃지,충청남도
1580,NAI3216801,중장,충청남도
1581,NAI3217201,고남,충청남도
1582,NAI3217202,영목,충청남도
1583,NAI3220001,동성,충청남도
1584,NAI3220101,동산,충청남도
1585,NAI3220201,갈산,충청남도
1586,NAI3221401,구항,충청남도
1587,NAI3221501,쌍천,충청남도
1588,NAI3221801,대교(충남),충청남도
1589,NAI3222001,홍성,충청남도
1590,NAI3224401,혜전대,충청남도
1591,NAI4124302,대구고속버스터미널(한진),대구광역시
1592,NAI4124601,동대구,대구광역시
1593,NAI4149901,서대구,대구광역시
1594,NAI4156601,경북대,대구광역시
1595,NAI4171101,대구북부,대구광역시
1596,NAI4193601,덕산,대구광역시
1597,NAI4206601,남대구,대구광역시
1598,NAI4216801,이서,대구광역시
1599,NAI4224101,범물,대구광역시
1600,NAI4226201,고산초교,대구광역시
1601,NAI4227401,천주성삼병원,대구광역시
1602,NAI4227801,사월역,대구광역시
1603,NAI4228801,시지,대구광역시
1604,NAI4240001,대구대,대구광역시
1605,NAI4248201,대구서부,대구광역시
1606,NAI4263701,성서홈플러스,대구광역시
1607,NAI4269601,다리목,대구광역시
1608,NAI4271801,대동,대구광역시
1609,NAI4293101,정대,대구광역시
1610,NAI4293201,오동,대구광역시
1611,NAI4293301,용계동,대구광역시
1612,NAI4293801,가창,대구광역시
1613,NAI4293901,다리목(대일),대구광역시
1614,NAI4293902,옥분,대구광역시
1615,NAI4294001,석주사,대구광역시
1616,NAI4294002,삼산(우륵),대구광역시
1617,NAI4299301,한정,대구광역시
1618,NAI4299302,차천,대구광역시
1619,NAI4300001,현풍,대구광역시
1620,NAI4300801,구지,대구광역시
1621,NAI4301201,대암,대구광역시
1622,NAI4400301,남목정류장,울산광역시
1623,NAI4400302,현대레저마트,울산광역시
1624,NAI4403001,남목,울산광역시
1625,NAI4403101,현대중공업앞,울산광역시
1626,NAI4403901,동울산KT,울산광역시
1627,NAI4404201,우체국(동울산),울산광역시
1628,NAI4405801,방어진,울산광역시
1629,NAI4407001,대송,울산광역시
1630,NAI4409601,우체국(방어진),울산광역시
1631,NAI4422901,호계,울산광역시
1632,NAI4423201,신명휴게소,울산광역시
1633,NAI4423202,신명,울산광역시
1634,NAI4423302,북정자,울산광역시
1635,NAI4423303,산음,울산광역시
1636,NAI4423304,정자아진아파트,울산광역시
1637,NAI4423401,주렴,울산광역시
1638,NAI4423403,달곡,울산광역시
1639,NAI4423801,울산공항,울산광역시
1640,NAI4425001,울산역전시장,울산광역시
1641,NAI4425101,효문,울산광역시
1642,NAI4425201,연암입구,울산광역시
1643,NAI4425202,효문,울산광역시
1644,NAI4425401,효문사거리,울산광역시
1645,NAI4425701,현대자동차,울산광역시
1646,NAI4425702,양정,울산광역시
1647,NAI4426401,화암마을,울산광역시
1648,NAI4426402,산하,울산광역시
1649,NAI4426403,화암입구,울산광역시
1650,NAI4443201,태화,울산광역시
1651,NAI4451501,학성초,울산광역시
1652,NAI4452601,역전시장,울산광역시
1653,NAI3226301,내포신도시,충청남도
1654,NAI3228301,금당,충청남도
1655,NAI3229501,광천(충남),충청남도
1656,NAI3229801,장곡,충청남도
1657,NAI3229901,천태,충청남도
1658,NAI5955101,관리,전라남도
1659,NAI5778701,동광양,전라남도
1660,NAI5955102,장수(전남),전라남도
1661,NAI5778702,중마동,전라남도
1662,NAI5779501,제철,전라남도
1663,NAI5955201,상류,전라남도
1664,NAI5780301,태인교,전라남도
1665,NAI5955501,녹동,전라남도
1666,NAI5780901,금호리,전라남도
1667,NAI5955601,봉서,전라남도
1668,NAI5781401,태인도,전라남도
1669,NAI5955602,남촌,전라남도
1670,NAI5790101,죽동,전라남도
1671,NAI5790201,괴목,전라남도
1672,NAI5791001,광천(전남),전라남도
1673,NAI5791101,창촌,전라남도
1674,NAI5956001,녹동신항,전라남도
1675,NAI5791301,송광사,전라남도
1676,NAI5791401,곡천,전라남도
1677,NAI5956101,소록도,전라남도
1678,NAI5791801,노암,전라남도
1679,NAI5956401,용동,전라남도
1680,NAI5792201,순천대학교,전라남도
1681,NAI5956402,금산(전남),전라남도
1682,NAI5794001,순천북부,전라남도
1683,NAI5956403,평지,전라남도
1684,NAI5794002,순천북부(하행),전라남도
1685,NAI5956404,궁전,전라남도
1686,NAI5956405,배천,전라남도
1687,NAI5794201,중앙동,경기도
1688,NAI5956406,연소,전라남도
1689,NAI5956407,금장,전라남도
1690,NAI5796001,순천,전라남도
1691,NAI5956501,석정,전라남도
1692,NAI5796201,순천역,전라남도
1693,NAI5956502,석교,전라남도
1694,NAI5796401,순천역(상행),전라남도
1695,NAI5796801,제일병원(순천),전라남도
1696,NAI5800001,순천만박람회,전라남도
1697,NAI5801101,신대지구(순천),전라남도
1698,NAI5802701,순천만갈대밭,전라남도
1699,NAI5810001,원리,전라남도
1700,NAI5810002,오산(전남 화순),전라남도
1701,NAI5810003,남치입구,전라남도
1702,NAI5810004,눈썰매장,전라남도
1703,NAI5810005,원리(화순),전라남도
1704,NAI5810006,송단,전라남도
1705,NAI5810007,서유,전라남도
1706,NAI5810008,맹리,전라남도
1707,NAI5810009,평지(화순),전라남도
1708,NAI5810010,남치(화순),전라남도
1709,NAI5810101,노치,전라남도
1710,NAI5810102,수리,전라남도
1711,NAI5810103,북면(전남 화순),전라남도
1712,NAI5810104,이천(화순),전라남도
1713,NAI5810105,용반,전라남도
1714,NAI5810106,옥리,전라남도
1715,NAI5810301,분교,전라남도
1716,NAI5810901,벽나리,전라남도
1717,NAI5811501,용곡,전라남도
1718,NAI5812001,화순,전라남도
1719,NAI5813101,복암,전라남도
1720,NAI5814201,가암,전라남도
1721,NAI5814401,오곡,전라남도
1722,NAI5814701,우봉,전라남도
1723,NAI5814702,오음2,전라남도
1724,NAI5814703,오음삼,전라남도
1725,NAI5815101,호동,전라남도
1726,NAI5815301,능주,전라남도
1727,NAI5815302,초연매,전라남도
1728,NAI5815401,온천(화순),전라남도
1729,NAI5815402,벽지리,전라남도
1730,NAI5815403,벽지2,전라남도
1731,NAI5815404,쌍옥1,전라남도
1732,NAI5815405,쌍옥2,전라남도
1733,NAI5815406,도장,전라남도
1734,NAI5815701,회송1,전라남도
1735,NAI5815702,회송2,전라남도
1736,NAI5815703,양곡1,전라남도
1737,NAI5815704,양곡2,전라남도
1738,NAI5815705,부곡1,전라남도
1739,NAI5815706,부곡3,전라남도
1740,NAI5815707,대신3,전라남도
1741,NAI5815708,대신12,전라남도
1742,NAI5815709,광대월,전라남도
1743,NAI5815710,화림3,전라남도
1744,NAI5815801,도암(화순),전라남도
1745,NAI5815802,정천리,전라남도
1746,NAI5815803,대초리,전라남도
1747,NAI5815804,등광리,전라남도
1748,NAI5815805,지월3,전라남도
1749,NAI5815806,중장터,전라남도
1750,NAI5815807,운주,전라남도
1751,NAI5815901,춘양(전남),전라남도
1752,NAI5815902,변천,전라남도
1753,NAI5816001,호암,전라남도
1754,NAI5816002,우치리,전라남도
1755,NAI5956503,일정,전라남도
1756,NAI5956504,성치,전라남도
1757,NAI5816003,행산,전라남도
1758,NAI5956505,신정,전라남도
1759,NAI5956601,월포,전라남도
1760,NAI5816101,세청,전라남도
1761,NAI5956602,홍연,전라남도
1762,NAI5816102,한지리,전라남도
1763,NAI5956603,명천,전라남도
1764,NAI5816201,청풍,전라남도
1765,NAI5956604,청석,전라남도
1766,NAI5956605,오천(전남),전라남도
1767,NAI5956701,백양,전라남도
1768,NAI5956702,소영,전라남도
1769,NAI5956703,와교,전라남도
1770,NAI5956704,신초,전라남도
1771,NAI5956901,나로도,전라남도
1772,NAI5956902,신금리,전라남도
1773,NAI5957101,나로도센터,전라남도
1774,NAI5963301,석창(전남),전라남도
1775,NAI5963501,여천,전라남도
1776,NAI5964901,덕양,전라남도
1777,NAI5967601,학동,경상남도
1778,NAI5967701,제일병원(하차),전라남도
1779,NAI5971501,여수,전라남도
1780,NAI5972601,여수엑스포,전라남도
1781,NAI5976001,신월,전라남도
1782,NAI6110001,운암3단지,광주광역시
1783,NAI6111601,운암동,광주광역시
1784,NAI6111701,동운동,광주광역시
1785,NAI6116401,서방시장,광주광역시
1786,NAI6119901,문화동,광주광역시
1787,NAI6119902,문화동,광주광역시
1788,NAI6123701,광주역후문,광주광역시
1789,NAI6145601,학동,광주광역시
1790,NAI6150401,소태역,광주광역시
1791,NAI6172801,진월동,광주광역시
1792,NAI6173701,진월동,광주광역시
1793,NAI6193701,광주(유·스퀘어),광주광역시
1794,NAI6195801,김대중컨벤션센터,광주광역시
1795,NAI6223301,금정,광주광역시
1796,NAI6223801,비아(광산구),광주광역시
1797,NAI6242101,송정동,광주광역시
1798,NAI6242102,송정리,광주광역시
1799,NAI6242801,영광통,전라남도
1800,NAI6242901,송정역,광주광역시
1801,NAI6314601,제주,제주도
1802,NAI5816202,대비리,전라남도
1803,NAI5816203,백운(화순),전라남도
1804,NAI5816204,신석,전라남도
1805,NAI5816205,곰치,전라남도
1806,NAI5816301,도림,전라남도
1807,NAI5816302,초방,전라남도
1808,NAI5816401,이양,전라남도
1809,NAI5816402,금능,전라남도
1810,NAI5816403,진등,전라남도
1811,NAI5816404,강성리,전라남도
1812,NAI5816405,묵곡,전라남도
1813,NAI5816406,월봉(화순),전라남도
1814,NAI5816501,청영,전라남도
1815,NAI5816502,품평리,전라남도
1816,NAI5816503,오류리,전라남도
1817,NAI5816504,율계,전라남도
1818,NAI5816505,매정,전라남도
1819,NAI5816506,상매정,전라남도
1820,NAI5816507,쌍봉,전라남도
1821,NAI5816508,쌍봉사,전라남도
1822,NAI5816509,남덕,전라남도
1823,NAI5816510,증리,전라남도
1824,NAI5816512,도림매2,전라남도
1825,NAI5820301,다시,전라남도
1826,NAI5820302,청정,전라남도
1827,NAI5820303,백동,전라남도
1828,NAI5820901,금동(전남),전라남도
1829,NAI5821701,나주혁신도시,전라남도
1830,NAI5823401,한전인재개발원,전라남도
1831,NAI5825501,나주,전라남도
1832,NAI5826401,영삼거리,전라남도
1833,NAI5827401,영산포,전라남도
1834,NAI5828601,오룡,전라남도
1835,NAI5828901,영삼,전라남도
1836,NAI5829201,옥동(나주),전라남도
1837,NAI5829701,왕곡입구,전라남도
1838,NAI5830301,반남,전라남도
1839,NAI5830302,월현,전라남도
1840,NAI5831501,동창,전라남도
1841,NAI5831601,군계,전라남도
1842,NAI5831801,한강(나주),전라남도
1843,NAI5832001,척동도동,전라남도
1844,NAI5840001,박망동,전라남도
1845,NAI5840002,학동(전남),전라남도
1846,NAI5840101,신북(전남),전라남도
1847,NAI5840102,오장성,전라남도
1848,NAI5840103,생강,전라남도
1849,NAI5840201,백옥동,전라남도
1850,NAI5840202,유호정,전라남도
1851,NAI5840203,광암,전라남도
1852,NAI5840204,행정,전라남도
1853,NAI5840401,안노,전라남도
1854,NAI5840402,석산,전라남도
1855,NAI5840403,대추정,전라남도
1856,NAI5840501,금정,전라남도
1857,NAI5840502,아천,전라남도
1858,NAI5840503,세흥,전라남도
1859,NAI5840601,도일,경상북도
1860,NAI5840602,동산,전라남도
1861,NAI5840603,봉황,전라남도
1862,NAI5840604,입석,전라남도
1863,NAI5840605,칠성동,전라남도
1864,NAI5840606,세류,전라남도
1865,NAI5840701,연산,전라남도
1866,NAI5840801,덕진(전남),전라남도
1867,NAI5840901,송석,전라남도
1868,NAI5841001,영보,전라남도
1869,NAI5841002,냉천,전라남도
1870,NAI5841101,영암,전라남도
1871,NAI5841301,송평,전라남도
1872,NAI5841302,평장,전라남도
1873,NAI5841303,송계(전남),전라남도
1874,NAI5842001,고육원,전라남도
1875,NAI5842002,기찬랜드,전라남도
1876,NAI5842003,녹암군부대,전라남도
1877,NAI5842201,천황사,전라남도
1878,NAI5842202,장암,전라남도
1879,NAI5842203,농덕,전라남도
1880,NAI5842204,개신,전라남도
1881,NAI5842301,한대리,전라남도
1882,NAI5842601,남해포,전라남도
1883,NAI5842602,옥야,전라남도
1884,NAI5842603,금월,전라남도
1885,NAI5842604,쇠머리,전라남도
1886,NAI5842701,시종,전라남도
1887,NAI5842702,종남,전라남도
1888,NAI5842703,소산,전라남도
1889,NAI5842704,완하,전라남도
1890,NAI5842705,신흥(전남),전라남도
1891,NAI5842706,옥련,전라남도
1892,NAI5842707,송산(전남),전라남도
1893,NAI5842708,신계,전라남도
1894,NAI5842801,원목,전라남도
1895,NAI5842802,신학,전라남도
1896,NAI5842803,신학2,전라남도
1897,NAI5842804,신학3,전라남도
1898,NAI5842805,항동,전라남도
1899,NAI5842901,명당,전라남도
1900,NAI5842902,영가척,전라남도
1901,NAI5842903,한반동,전라남도
1902,NAI5843001,도포,전라남도
1903,NAI5843002,서리등,전라남도
1904,NAI5843003,조갑리,전라남도
1905,NAI5843004,영신(영암),전라남도
1906,NAI5843101,장작골,전라남도
1907,NAI5843201,오산,전라남도
1908,NAI5843301,모정,전라남도
1909,NAI5843302,군서,전라남도
1910,NAI5843303,지남,전라남도
1911,NAI5843304,동호리,전라남도
1912,NAI5843305,검주,전라남도
1913,NAI5843306,신기,전라남도
1914,NAI5843307,성지천,전라남도
1915,NAI5843308,양장,전라남도
1916,NAI5843401,삼호,전라남도
1917,NAI5843402,구림(영암),전라남도
1918,NAI5843403,신흥동,전라남도
1919,NAI5843404,평리,전라남도
1920,NAI5843405,월암,전라남도
1921,NAI5843406,주암,전라남도
1922,NAI5843407,양산(전남),전라남도
1923,NAI5843408,계곡,전라남도
1924,NAI5843409,월곡,전라남도
1925,NAI5843410,호동(영암),전라남도
1926,NAI5843501,태백(영암),전라남도
1927,NAI5843502,금강,전라남도
1928,NAI5843503,황촌마을,전라남도
1929,NAI5843601,성재리,전라남도
1930,NAI5843602,무송동,전라남도
1931,NAI5843603,남하,전라남도
1932,NAI5843701,하소,전라남도
1933,NAI5843702,몽해,전라남도
1934,NAI5843703,엄길,전라남도
1935,NAI5843704,장천,전라남도
1936,NAI5843705,영풍리,전라남도
1937,NAI5843706,신풍,전라남도
1938,NAI5843707,청용,전라남도
1939,NAI5843708,신풍1반,전라남도
1940,NAI5843709,신풍2반,전라남도
1941,NAI5843801,매월리,전라남도
1942,NAI5843802,신덕,전라남도
1943,NAI5843803,은곡,전라남도
1944,NAI5843804,석포,전라남도
1945,NAI5843805,유구산,전라남도
1946,NAI5843806,대월리(학산면),전라남도
1947,NAI5843807,신덕.황죽,전라남도
1948,NAI5843901,독천,전라남도
1949,NAI5843902,학산,전라남도
1950,NAI5844001,계천,전라남도
1951,NAI5844002,화소,전라남도
1952,NAI5844003,지소(전남),전라남도
1953,NAI5844004,천애,전라남도
1954,NAI5844201,묵동,전라남도
1955,NAI5844202,성전군계,전라남도
1956,NAI5844301,상사(전남),전라남도
1957,NAI5844302,초안,전라남도
1958,NAI5844303,대초지,전라남도
1959,NAI5844601,매자리,전라남도
1960,NAI5844602,하구언,전라남도
1961,NAI5844603,한라APT,전라남도
1962,NAI5844604,송죽정,전라남도
1963,NAI5844605,대촌,전라남도
1964,NAI5844701,세한대,전라남도
1965,NAI5844702,영산호,전라남도
1966,NAI5844901,군부대,전라남도
1967,NAI5215702,소화,경상남도
1968,NAI5844902,신촌(전남),전라남도
1969,NAI5215801,중리,경상남도
1970,NAI5844903,교육원,전라남도
1971,NAI5215802,성남마을(장내),경상남도
1972,NAI5844904,아산(영암),전라남도
1973,NAI5215901,오감,경상남도
1974,NAI5844905,선창(영암),전라남도
1975,NAI5216001,덕교,경상남도
1976,NAI5845001,산음(영암),전라남도
1977,NAI5216002,장박,경상남도
1978,NAI5216003,보천,경상남도
1979,NAI5216004,향수,경상남도
1980,NAI5220001,구평,경상남도
1981,NAI5220401,생초,경상남도
1982,NAI5220801,양촌(산청),경상남도
1983,NAI5220901,철수,경상남도
1984,NAI5221801,산청,경상남도
1985,NAI5222501,산청,경상남도
1986,NAI5222701,당산,경상남도
1987,NAI5223101,왕산,경상남도
1988,NAI5223201,대원사,경상남도
1989,NAI5223202,명상,경상남도
1990,NAI5223203,홍계,경상남도
1991,NAI5223401,사리,경상남도
1992,NAI5223402,덕산(산청),경상남도
1993,NAI5223501,보안,경상남도
1994,NAI5223601,동당,경상남도
1995,NAI5223602,삼당,경상남도
1996,NAI5223603,곡점,경상남도
1997,NAI5223604,중산리,경상남도
1998,NAI5223701,거림,경상남도
1999,NAI5223702,판기,경상남도
2000,NAI5223703,예치,경상남도
2001,NAI5223704,내대,경상남도
2002,NAI5223801,점동,경상남도
2003,NAI5223802,외공,경상남도
2004,NAI5223803,반천,경상남도
2005,NAI5223804,하신(산청군),경상남도
2006,NAI5223901,서신(국동),경상남도
2007,NAI5224101,용두,경상남도
2008,NAI5224102,운리,경상남도
2009,NAI5224103,청계,경상남도
2010,NAI5224301,입석,경상남도
2011,NAI5224401,길리,경상남도
2012,NAI5224402,태소,경상남도
2013,NAI5224403,금만,경상남도
2014,NAI5224404,구만(양산),경상남도
2015,NAI5224501,소리당,경상남도
2016,NAI5224601,구사,경상남도
2017,NAI5224602,저호,경상남도
2018,NAI5224603,지리산고등학교,경상남도
2019,NAI5224701,관정,경상남도
2020,NAI5224801,단성(산청군),경상남도
2021,NAI5224803,단성중학교,경상남도
2022,NAI5224901,원지,경상남도
2023,NAI5225201,배양,경상남도
2024,NAI5225202,남사,경상남도
2025,NAI5225203,소남,경상남도
2026,NAI5225402,법물,경상남도
2027,NAI5225403,월평,경상남도
2028,NAI5225404,청산(산청군),경상남도
2029,NAI5225501,송계,경상남도
2030,NAI5225502,사대,경상남도
2031,NAI5225503,방화,경상남도
2032,NAI5225701,단계,경상남도
2033,NAI5225901,문대,경상남도
2034,NAI5226001,석남,경상남도
2035,NAI5230002,단천마을,경상남도
2036,NAI5230101,범왕,경상남도
2037,NAI5230302,화개공용,경상남도
2038,NAI5230305,가탄,경상남도
2039,NAI5230306,정금(하동),경상남도
2040,NAI5230308,침전,경상남도
2041,NAI5230401,화개,경상남도
2042,NAI5230402,상덕(하동),경상남도
2043,NAI5230501,동매,경상남도
2044,NAI5230701,송정,경상남도
2045,NAI5230702,평사,경상남도
2046,NAI5230801,악양(개치),경상남도
2047,NAI5230802,하신대,경상남도
2048,NAI5230901,원묵계,경상남도
2049,NAI5230904,회동,경상남도
2050,NAI5230907,하존티,경상남도
2051,NAI5230908,상존티,경상남도
2052,NAI5845005,용당(영암),전라남도
2053,NAI5231002,청암,경상남도
2054,NAI5846101,중촌(전남),전라남도
2055,NAI5231004,평촌(하동),경상남도
2056,NAI5846102,도움전,전라남도
2057,NAI5231007,관점,경상남도
2058,NAI5846103,검길,전라남도
